313,No health worries for children born to mothers given seasonal flu vaccine in pregnancy La Dre Deshayne Fell professeure agr g e d pid miologie la Facult de m decine de l Universit d Ottawa et scientifique l Institut de recherche du Centre hospitalier pour enfants de l est de l Ontario a men l tude en collabor  IMAGE Dr Deshayne Fell an Associate Professor of Epidemiology in the Faculty of Medicine at the University of Ottawa and a Scientist at the CHEO Research Institute a pediatric healthcare and r n 3899 chars ,worries,,neutral
314,Government investing 635 million for research in AI cleantech and more The federal government has announced investments of more than 635 million for research and engineering projects that cover AI cleantech and more The funding will support more than 4 800 lead researchers and their teams The government notes that these inve  The federal government has announced investments of more than 635 million for research and engineering projects that cover AI cleantech and more r nThe funding will support more than 4 800 lead rese 986 chars ,,lead support,positive
315,Maybe These Beverage Giants Should Have Stayed Away From Cannabis Drinks Just because you can doesn t mean you should  Because legal marijuana is reportedly cutting into beer sales brewers have openly embraced cannabis companies Constellation Brands NYSE STZ was the first major alcoholic beverage company to break 4679 chars ,break,openly,positive
316,Emera Partners with Dartmouth General Hospital Foundation to Support African Nova Scotian Leadership Programming COVID 19 Research HALIFAX Nova Scotia BUSINESS WIRE The Dartmouth General Hospital Foundation is pleased to announce that Emera has donated 65 000 to support the PLANS Promoting Leadership in Health for African Nova Scotians Youth Employment Strategy and African Nova S  HALIFAX Nova Scotia BUSINESS WIRE The Dartmouth General Hospital Foundation is pleased to announce that Emera has donated 65 000 to support the PLANS Promoting Leadership in Health for African 4126 chars ,,pleased support,positive
317,Organigram to Report Third Quarter Fiscal 2021 Results on July 13 2021 MONCTON New Brunswick BUSINESS WIRE OGI Organigram Holdings Inc NASDAQ OGI TSX OGI the parent company of Organigram Inc the Company or Organigram a leading licensed producer of cannabis announced today it will report earnings result  MONCTON New Brunswick BUSINESS WIRE Organigram Holdings Inc NASDAQ OGI TSX OGI the parent company of Organigram Inc the Company or Organigram a leading licensed producer of cannabis 4028 chars ,,leading,neutral
318,AM Best Places Credit Ratings of Blue Cross Life Insurance Company of Canada Under Review with Negative Implications OLDWICK N J BUSINESS WIRE insurance AM Best has placed under review with negative implications the Financial Strength Rating of A Excellent and the Long Term Issuer Credit Rating of a Excellent of Blue Cross Life Insurance Company of Canada BC  OLDWICK N J BUSINESS WIRE AM Best has placed under review with negative implications the Financial Strength Rating of A Excellent and the Long Term Issuer Credit Rating of a Excellent of 2445 chars ,negative,,negative
319,NB Adds 10 New Cases Of COVID 19 91 9 The Bend New Brunswick added ten new cases of COVID 19 on Friday The Saint John and Bathurst health zones each have a single new case while the Moncton area h  New Brunswick added ten new cases of COVID 19 on Friday r nThe Saint John and Bathurst health zones each have a single new case while the Moncton area has two new cases r nThe Fredericton zone has six 745 chars ,,,neutral
320,NAV CANADA cancels surplus notices for air traffic controllers NAV CANADA has been closely monitoring air traffic forecasts and is taking the necessary steps to ensure it has appropriate staffing to support the aviation  OTTAWA ON June 4 2021 CNW NAV CANADA has been closely monitoring air traffic forecasts and is taking the necessary steps to ensure it has appropriate staffing to support the aviation industry 1827 chars ,,appropriate support,positive
321,Microsoft Flight Simulator Xbox Version Gets New Details Massive Performance Upgrade on PC Revealed Twinfinite  ol li Microsoft Flight Simulator Xbox Version Gets New Details Massive Performance Upgrade on PC Revealed Twinfinite r n li li Microsoft Flight Simulator Getting Engine Rewrite That Will Include Some Big Frame Rate Boosts IGN IGN r n li li New MS Fligh  Today Microsoft hosted a Q amp A livestream with the developers of Microsoft Flight Simulator providing new information about the Xbox Series X S version and the improvements to the PC version coming 4725 chars ,,improvements,negative
322,Canada s Covid 19 lockdowns have lost all touch with reality COVID 19 is now killing fewer Canadians per day than the daily average from pneumonia and the flu  COVID 19 is now killing fewer Canadians per day than the daily average from pneumonia and the flu r nTristin Hopper r nTemporary street patios earlier this month in Toronto as they were being prepared 13456 chars ,killing lost,,neutral
323,Skin in the game Video chat apps tout inclusive AI features Financial Post Video conferencing services have for years boasted that their technology is intuitive to use or integrated to function with other tools but now vendors  Article content r nVideo conferencing services have for years boasted that their technology is intuitive to use or integrated to function with other tools but now vendors such as Google and Cisco can 7206 chars ,tout,integrated intuitive,neutral
324,Porcupine Health Unit Offers Pfizer for Second Doses Cochrane Times Post  ol li Porcupine Health Unit Offers Pfizer for Second Doses Cochrane Times Post r n li li Pfizer to start large study to test COVID 19 vaccine in children below 12 CTV News r n li li Pfizer to test COVID 19 vaccine in larger group of children below 12 The  Article content r nOver the past several weeks Dr Lianne Catton Medical Officer of Health for the Porcupine Health Unit has continued to advocate for increased Moderna vaccine supply With the recor 7262 chars ,,advocate,negative
325,Our racial equity commitments one year later One year ago today we announced commitments to build sustainable equity for Google s Black community and beyond and make our products and programs more helpful to Black users Since then we ve been working to translate our commitments into lasting meaningf  Creating equity in our workplace r n2020 was our largest year ever for hiring Black Googlers in the U S both overall and in tech roles Were on track to meet our goals to improve leadership represen 1075 chars ,,helpful improve sustainable,neutral
326,Cancel Canada Day Nothing to celebrate amid unmarked graves National holiday on Thursday comes after hundreds of Indigenous children s remains found at residential school sites  Warning The story below contains details of residential schools that may be upsetting Canadas Indian Residential School Survivors and Family Crisis Line is available 24 hours a day at 1 866 925 441 5901 chars ,upsetting,available celebrate,negative
327,Advocates say more wheelchair training needed for N S occupational therapists A recent study by Dalhousie University s head of wheelchair research says occupational therapists in the province aren t feeling prepared when it comes to offering training for wheelchair skills  Andrew Jantzen uses a wheelchair to get around but he s never received adequate training on how to use it r n A lot of the day to day stuff was just never introduced to me It was a little strange go 4786 chars ,strange,adequate,positive
328,Suba acquires majority stake in 1589 Hotels Click Hotels by Suba the budget hotel arm of Suba Group has announced the acquisition of 35 new properties to its portfolio across 22 destinations in India by buying a majority stake in hospitality Click Hotels by Suba the budget hotel arm of Suba Group has announced the acquisition of 35 new properties to its portfolio across 22 destinations in India by buying a majority stake in hospitality 1122 chars ,,,neutral
329,Aller plus haut se rapprocher de l avenir et voler vos donn es IoT  Les temps ont chang dans le monde merveilleux de l Internet des objets IoT Ce qui tait autrefois une id e nouvelle et fascinante a rapidement fait son chemin dans le c ur et l esprit des consommateurs du monde entier Qu il s agisse de wearables comme le  Les temps ont chang dans le monde merveilleux de l Internet des objets IoT Ce qui tait autrefois une id e nouvelle et fascinante a rapidement fait son chemin dans le c ur et l esprit des consomm 6559 chars ,,,neutral
330,Soaring crop prices will catch up to consumers Sylvain Charlebois director of Agri Food Analytics Lab at Dalhousie University speaks to the Financial Post s Larysa Harapyn in the video below about how rising crop prices will affect food prices n n n n n n ul n li Oil is at 70 pay your bills Farmer  365 Bloor Street East Toronto Ontario M4W 3L4 r n 2021 Financial Post a division of Postmedia Network Inc All rights reserved Unauthorized distribution transmission or republication strictly p 9 chars ,strictly,,neutral
331,How an overhaul of the child welfare system could keep more Mi kmaw youth close to home Federal funding and provincial government co operation are key to making sure a major overhaul of Canada s child welfare system becomes a reality in Nova Scotia says an assistant professor at Dalhousie University  Federal funding and provincial government co operation are key to making sure a major overhaul of Canada s child welfare system becomes a reality in Nova Scotia says an assistant professor at Dalhou 7697 chars ,,,neutral
332,N B officials say just over 15000 first doses still needed to loosen restrictions report three new cases CTV News Atlantic N B officials say just over 15000 first doses still needed to loosen restrictions report three new cases CTV News AtlanticView Full coverage on Google News HALIFAX r nNew Brunswick is reporting three new COVID 19 cases and seven recoveries on Thursday as the active number of cases in the province drops to 101 r n ul li r nOne new case was identified i 4132 chars ,,,negative
333,N B officials say under 1400 first doses still needed to loosen restrictions report one new case Monday CTV News Atlantic  ol li N B officials say under 1400 first doses still needed to loosen restrictions report one new case Monday CTV News Atlantic r n li li COVID 19 N B closing in on vaccination goal to begin loosening restrictions Global News r n li li Covid cases f  HALIFAX r nNew Brunswick is reporting one new COVID 19 case and eight recoveries on Monday as the active number of cases in the province drops to 90 r nThe new case was identified in the Bathurst r 4568 chars ,,,negative
334,New Brunswick reports no new cases of COVID 19 Saturday active cases drop to 22 CTV News Atlantic  ol li New Brunswick reports no new cases of COVID 19 Saturday active cases drop to 22 CTV News Atlantic r n li li N B COVID 19 roundup No new cases vaccination numbers continue to climb CBC ca r n li li COVID 19 New Brunswick reports lowest active ca  HALIFAX r nNew Brunswick is reporting no new cases of COVID 19 on Saturday as the active number of cases in the province drops to 22 r nThere have been three new recoveries as the active number of 2482 chars ,,,positive
335,New Brunswick reports nine new COVID 19 cases Saturday encourages residents to get vaccinated CTV News Atlantic  ol li New Brunswick reports nine new COVID 19 cases Saturday encourages residents to get vaccinated CTV News Atlantic r n li li N B COVID 19 roundup 10 new cases province inches closer to 75 first dose target CBC ca r n li li N B needs more than 14  HALIFAX r nHealth officials in New Brunswick are reporting nine new COVID 19 cases Saturday and encouraging residents to get vaccinated this weekend r nIn the interest of achieving a 75 per cent fi 1847 chars ,,encouraging,positive
336,Moncton fertility clinic to expand tackle waitlists under new owner The Fertility Partners took over Conceptia last week after months of outcry from patients who said they were left in the dark about their treatments The company is vowing to expand the clinic and cut down on long waitlists  The CEO of the company that has taken over the fertility clinic in Moncton says they re making immediate changes that he believes will have a significant impact on fertility services in Atlantic Cana 3935 chars ,outcry dark,significant,negative
337,Canada leaning on versatile Wiggins Barrett to be game changers Sportsnet ca  ol li Canada leaning on versatile Wiggins Barrett to be game changers Sportsnet ca r n li li Canada clinches Group A semifinal berth with commanding win over China CBC ca r n li li Canada Olympic qualifying China TSN r n li li FIBA Olympic Qualifying T  VICTORIA B C Its a pretty simple concept Play your best players as much as you can and youll have a good chance to win the game r nAnd in the case of the Canadian national basketball team at the FI 4179 chars ,,good best win pretty versatile,positive
338,The latest numbers on COVID 19 in Canada for Saturday June 5 2021 Burnaby Now The latest numbers of confirmed COVID 19 cases in Canada as of 4 00 a m ET on Sunday June 6 2021 There are 1 391 174 confirmed cases in Canada Canada 1 391 174 confirmed cases 25 339 active 1 340 123 resolved 25 712 deaths  The latest numbers of confirmed COVID 19 cases in Canada as of 4 00 a m ET on Sunday June 6 2021 r nThere are 1 391 174 confirmed cases in Canada r nCanada 1 391 174 confirmed cases 25 339 active 8077 chars ,,,neutral
339,The latest numbers on COVID 19 in Canada for Tuesday June 15 2021 Kamloops This Week The latest numbers of confirmed COVID 19 cases in Canada as of 7 30 p m ET on Tuesday June 15 2021 There are 1 404 093 confirmed cases in Canada Canada 1 404 093 confirmed cases 14 923 active  The latest numbers of confirmed COVID 19 cases in Canada as of 7 30 p m ET on Tuesday June 15 2021 r nThere are 1 404 093 confirmed cases in Canada r n Canada 1 404 093 confirmed cases 14 923 act 8257 chars ,,,negative
340,Canada Olympic qualifying China TSN  ol li Canada Olympic qualifying China TSN r n li li FIBA Olympic Qualifying Tournament Canada vs China Live score updates highlights and more NBA CA r n li li Canada showing why they are favourites with qualifying win over China Sportsnet ca r n li  VICTORIA r nCanada earned a spot in the semifinals of a last chance Olympic qualifying tournament with a dominant 109 79 win over China Wednesday r nIt was Canada s second consecutive win following T 2441 chars ,,win,positive
341,The latest numbers on COVID 19 in Canada for Tuesday June 15 2021 Alaska Highway News The latest numbers of confirmed COVID 19 cases in Canada as of 7 30 p m ET on Tuesday June 15 2021 There are 1 404 093 confirmed cases in Canada Canada 1 404 093 confirmed cases 14 923 active 1 363 198 resolved 25 972 deaths  The latest numbers of confirmed COVID 19 cases in Canada as of 7 30 p m ET on Tuesday June 15 2021 r nThere are 1 404 093 confirmed cases in Canada r n Canada 1 404 093 confirmed cases 14 923 act 8277 chars ,,,neutral
342,Lloyds Banking Group to close 44 more branches Unions criticise lender as decision to shut 29 Lloyds and 15 Halifax branches takes closures to 100 this yearLloyds Banking Group is shutting a further 44 branches sparking criticism from trade unions which say the lender is denying vulnerable consumers and  Lloyds Banking Group is shutting a further 44 Lloyds and Halifax branches sparking criticism from trade unions which say the lender is denying vulnerable consumers and small businesses of essential 3141 chars ,vulnerable denying criticism,,neutral
343,UK consumer sentiment rises to 5 year high as lockdown eases YouGov Reuters British consumer sentiment rose last month to its highest level since April 2016 bolstered by expectations of greater job security and rising house prices polling company YouGov said on Monday  By Reuters Staff r nFILE PHOTO Shoppers carrying Primark bags walk through the city centre amid the outbreak of the coronavirus disease COVID 19 in Chester Britain December 8 2020 Picture taken 1607 chars ,outbreak,eases,negative
344,METALS Copper climbs as U S jobs data calms fears of policy tightening Reuters Copper prices rose on Monday as traders lapped up the latest U S monthly jobs report that signalled signs of recovery and calmed concerns of an early policy tightening  By Reuters Staff r nHANOI June 7 Reuters Copper prices rose on Monday as traders lapped up the latest U S monthly jobs report that signalled signs of recovery and calmed concerns of an early pol 1550 chars ,fears concerns,recovery,negative
345,Lloyds to close another 44 bank branches The latest announcement means 100 Lloyds and Halifax branches will close this year  Lloyds Banking Group is to close another 44 branches blaming a lack of customers at the sites as people move to digital banking r nThe move comes in addition to previous announcements and means a tot 1941 chars ,lack,,negative
346,Nova Scotians enjoying warm weather as the province slowly reopens CTV News Atlantic  ol li Nova Scotians enjoying warm weather as the province slowly reopens CTV News Atlantic r n li li Nova Scotia reports 18 new cases of COVID 19 Saturday CBC ca r n li li Nova Scotia reports 18 new COVID 19 cases Saturday HalifaxToday ca r n li li 18 ne  HALIFAX r nPeople of all ages were out enjoying the weather this weekend in Nova Scotia r n We re feeling so excited to be out and about today just enjoying the sun We re going to head to the beac 2581 chars ,slowly,enjoying excited warm,positive
347,LeBrun Gerard Gallant led Canada to an unlikely gold medal at the World Championship so how long until he The Athletic  ol li LeBrun Gerard Gallant led Canada to an unlikely gold medal at the World Championship so how long until he The Athletic r n li li Canada beats Finland to claim gold at world hockey championship Sportsnet ca r n li li Canada captures gold in over  It should probably not surprise anyone that the man who coached an expansion team to the Stanley Cup final could deliver a gold medal with a less than heralded roster at the IIHF World Championship A 591 chars ,unlikely,led gold,negative
348,Toronto police searching for fugitive on Canada wide warrant last seen in Oshawa CP24 Toronto s Breaking News  ol li Toronto police searching for fugitive on Canada wide warrant last seen in Oshawa CP24 Toronto s Breaking News r n li li Man wanted on Canada wide warrant last seen in Oshawa durhamradionews com r n li li Toronto police issue Canada wide warrant for  The Toronto Police Service Fugitive Squad TPSFS is requesting the publics assistance in locating a man wanted in connection with an alleged sexual assault in Philadelphia Pennsylvania r nMaurice Da 573 chars ,issue assault fugitive,,negative
349,FIBA Men s Olympic Qualifying FAQ Will we see Canada in Tokyo Sportsnet ca  ol li FIBA Men s Olympic Qualifying FAQ Will we see Canada in Tokyo Sportsnet ca r n li li Canada announces roster for Olympic qualifying tournament TSN r n li li Five most interesting storylines for Team Canada s Olympic qualifier Raptors Republic r n  Canadas 12 man roster for the FIBA Olympic Qualifying Tournament in Victoria B C is set and no matter how you feel about the roster it is what it is and theres no point anymore in crying over wh 7936 chars ,,interesting,positive
350,FIBA Olympic Qualifying Tournament Canada vs Greece game preview rosters how to watch NBA CA  ol li FIBA Olympic Qualifying Tournament Canada vs Greece game preview rosters how to watch NBA CA r n li li Canada enters men s Olympic qualifying with bright future on horizon Sportsnet ca r n li li Five most interesting storylines for Team Canada s  Who s Playing r nMatchup Canada vs Greece r nStandings r n table Group A r n tr td td td Team td td GP td td W td td L td td PCT td td POINTS td tr tr td 1 td td Greece td td td 3997 chars ,,bright interesting,neutral
351,Akinola switches allegiance to CMNT TSN  ol li Akinola switches allegiance to CMNT TSN r n li li TFC s Akinola switches allegiance from U S to Canada ahead of Gold Cup Sportsnet ca r n li li OFFICIAL Ayo Akinola to represent Canada at 2021 Gold Cup Waking The Red r n li li Ayo Akinola opts to  Ayo Akinola is embracing the Maple Leaf r nCanada Soccer announced on Wednesday that the 21 year old Toronto FC striker is switching international allegiance from the United States to Canada r nShortly 3372 chars ,,,negative
352,What is the Phexxi Birth Control Method and Who Owns It  Saundra Pelletier is marketing a new form of birth control to women wary of hormones  She spent afternoons playing Skat a card game with her mother and her mothers friends who taught her aphorisms such as if someone shows you who they are you should believe them or theres nothing 1569 chars ,wary,,negative
353,Surprise Women and Minorities Are Still Underrepresented in Corporate Boardrooms The latest version of a multiyear analysis of Fortune 100 and 500 companies found that white women made some gains but that true representation is decades away  I S S which didnt break down the data by gender attributed the shift to the widespread racial justice protests last summer r nEven before the protests there was growing pressure for boardroom dive 1784 chars ,protests break,gains,negative
354,Saul B Cohen Who Helped Raise CUNY Standards Dies at 95 As president of Queens College and a state regent Dr Cohen a renowned geographer brokered a compromise to end the open admissions policy  Saul B Cohen who helped restore higher academic standards at the City University of New York as president of Queens College and as a member of the state Board of Regents and revitalized his own fie 1637 chars ,,helped renowned,positive
355,Why Do People Want Jeff Bezos to Buy and Eat the Mona Lisa  An online petition that started as a joke has gone viral becoming a kind of digital performance art piece all of its own  As a general rule the French Heritage Code states that works in French national collections e g the Louvre are deemed to be French national treasures Other provisions of French law provide that 1431 chars ,joke,works,negative
356,VividQ which has raised 15M says it can turn normal screens into holographic displays VividQ a UK based deeptech startup with technology for rendering holograms on legacy screens has raised 15 million to develop its technology for next generation digital displays and devices And it s already lining up manufacturing partners in the US Chin  VividQ a UK based deeptech startup with technology for rendering holograms on legacy screens has raised 15 million to develop its technology for next generation digital displays and devices And i 3076 chars ,,,negative
357,Great Snakebots Can Now Burrow Underground so We ll Never See Them Coming The simplicity but excellent mobility of snakes makes them an ideal creature for roboticists to emulate but it also yields robots that are downright creepy Making things worse researchers at the University of California Santa Barbara and Georgia Tech ha  The simplicity but excellent mobility of snakes makes them an ideal creature for roboticists to emulate but it also yields robots that are downright creepy Making things worse researchers at the U 3192 chars ,worse creepy,ideal excellent,negative
358,Concern for students grades as Liverpool and Leicester universities respond to strikes University of Liverpool proposes delaying final results while some Leicester departments may use algorithmsA university could use algorithms to determine grades while another may delay results to sidestep a marking boycott by striking academics causing stud  A university could use algorithms to determine grades while another may delay results to sidestep a marking boycott by striking academics causing students to worry about the value of their final deg 4465 chars ,delaying boycott worry delay,striking,negative
359,BRIEF Oxford Researchers Identify Levels Of Antibody Protection Required To Prevent Symptomatic COVID 19 Reuters  OXFORD UNIVERSITY OXFORD RESEARCHERS IDENTIFY LEVELS OF ANTIBODY PROTECTION REQUIRED TO PREVENT SYMPTOMATIC COVID 19 By Reuters Staff r nJune 24 Reuters OXFORD UNIVERSITY r n OXFORD UNIVERSITY OXFORD RESEARCHERS IDENTIFY LEVELS OF ANTIBODY PROTECTION REQUIRED TO PREVENT SYMPTOMATIC COVID 19 r n OXFORD HIGHER L 625 chars ,,,neutral
360,Goldsmiths to allow students suffering racial trauma to apply for extensions London university to allow students to cite racial trauma as extenuating circumstance affecting their workGoldsmiths University of London is to allow students to cite cases of racial trauma as having affected their studies becoming the first UK university  Goldsmiths University of London is to allow students to cite cases of racial trauma as having affected their studies becoming the first UK university to recognise the damaging effects of racism on 2543 chars ,suffering damaging trauma racism,,neutral
361,Allen Midgette an Ersatz Andy Warhol Dies at 82 In a prank or perhaps a piece of performance art Mr Midgette pretended to be the famed artist on a lecture tour in 1967  In early 1967 he said Paul Morrissey Warhols assistant and filmmaking collaborator approached him with a request Would he go to the Rochester Institute of Technology the next day and pretend to 1375 chars ,pretend,famed,neutral
362,Germany prepares to set up hydrogen accord with Australia Reuters Germany on Sunday said it has taken steps towards a bilateral alliance on hydrogen production and trade with Australia to try and facilitate a renewable energy based hydrogen supply chain between the countries  German Economy Minister Peter Altmaier addresses a news conference in Berlin Germany April 27 2021 John Macdougall Pool via REUTERS File PhotoGermany on Sunday said it has taken steps towards a b 1782 chars ,,facilitate,negative
363,How to watch Marvel s Loki online from anywhere The God of Mischief is finally stepping out of his brother s shadow with his very one Disney Plus original series and we have all the details on how you can watch Marvel s Loki online n nThe new series which stars Tom Hiddleston as Loki and Owen Wilson as Age  The God of Mischief is finally stepping out of his brother s shadow with his very one Disney Plus original series and we have all the details on how you can watch Marvel s Loki online r nThe new serie 3046 chars ,,,positive
364,Paper gets 100M worth of venture backed paper for B2B edtech For edtech startups it s always been easier to go direct to consumer than it is to sell into school districts The latter has stodgy and strict sales cycles while the former has a bit more flexibility when it comes to opening up that wallet The pandemic ad  For edtech startups its always been easier to go direct to consumer than it is to sell into school districts The latter has stodgy and strict sales cycles while the former has a bit more flexibili 3751 chars ,strict stodgy,worth flexibility easier,neutral
365,No evidence linking COVID 19 vaccinations for children and fertility issues later in life experts CTV News Concerns about whether COVID 19 vaccines will cause long term fertility related issues have rekindled as more children aged 12 and over are vaccinated in Canada and elsewhere but experts say time tested scientific research around vaccines shows these claims  TORONTO r nYou may have heard the warning from a friend or a relative Dont give your daughter the COVID 19 vaccine if you want grandchildren r nConcerns about whether these vaccines will cause long 6926 chars ,issues warning,,negative
366,This was Elon Musk as a baby His mom tweets a picture for his birthday Thus he commemorated the 50th anniversary of his millionaire son  This article was translated from our Spanish edition using AI technologies Errors may exist due to this process r nBillionaire Elon Musk turns 50 this Monday June 28 r n His mother Maye Musk decid 1311 chars ,,,positive
367,Police arrest second suspect in birthday party gunfight that injured 3 kids in Rexdale CityNews Toronto  ol li Police arrest second suspect in birthday party gunfight that injured 3 kids in Rexdale CityNews Toronto r n li li Second suspect charged in Rexdale birthday party shoot out that injured three kids CP24 Toronto s Breaking News r n li li Toronto Morni  Toronto police have arrested a second man in connection to a gunfight at a child s birthday party in Rexdale that injured three children one critically r nPolice say Kevin George 21 of Toronto is f 2687 chars ,suspect,,positive
368,16 year old fatally shot in Scarborough identified by police CP24 Toronto s Breaking News  ol li 16 year old fatally shot in Scarborough identified by police CP24 Toronto s Breaking News r n li li 16 year old fatally shot in Toronto identified by police CTV Toronto r n li li Teenager dies in hospital after shooting in Scarborough CP24 Toronto  Police have identified a 16 year old boy who was fatally shot in Scarborough Saturday evening r nEmergency crews were called to an apartment building on Antrim Crescent near Kennedy Road and Highway 996 chars ,fatally dies,,negative
369,Shock Defiant Uprising notch Summer Showdown wins Reuters Saturday s 2021 Overwatch League slate saw the San Francisco Shock Toronto Defiant and Boston Uprising pick up wins Here s how the action went down  By FIELD LEVEL MEDIA r nSaturdays 2021 Overwatch League slate saw the San Francisco Shock Toronto Defiant and Boston Uprising pick up wins Heres how the action went down r nIn a battle of middle of th 4235 chars ,,wins,negative
370,Raptors Jalen Harris banned one year for drug violation Reuters Toronto Raptors guard Jalen Harris has been dismissed and disqualified from the NBA for violating terms of the anti drug program the league announced Thursday  May 14 2021 Dallas Texas USA Toronto Raptors guard Jalen Harris 2 dribbles the ball past Dallas Mavericks guard Josh Richardson 0 during the third quarter at American Airlines Center Mandat 1266 chars ,violation,,neutral
371,Blue Jays activate RHP Rafael Dolis from IL Reuters The Toronto Blue Jays reinstated right hander Rafael Dolis from the 10 day injured list ahead of Sunday s game against the Tampa Bay Rays in Buffalo N Y  2021 07 04 15 47 51 GMT 00 00 The Toronto Blue Jays reinstated right hander Rafael Dolis from the 10 day injured list ahead of Sunday s game against the Tampa Bay Rays in Buffalo N Y r nLeft hander 530 chars ,,right,positive
372,NB Adds Another 12K Second Doses Two New Cases 91 9 The Bend  ol li NB Adds Another 12K Second Doses Two New Cases 91 9 The Bend r n li li N B COVID 19 roundup 2 new cases province predicted to reach green phase by Aug 2 CBC ca r n li li N B reports two new COVID 19 cases Thursday active infections drop to 40  The province saw the total of fully vaccinated eligible residents jump up nearly 2 per cent Thursday r nPublic Health administered more than 12 000 additional second doses and 23 3 per cent of New Br 606 chars ,infections,,neutral
373,COVID 19 More than 30 per cent of eligible people in N B now fully vaccinated Global News  ol li COVID 19 More than 30 per cent of eligible people in N B now fully vaccinated Global News r n li li Why reports of COVID 19 infections after 2 vaccine doses aren t cause for alarm CBC ca r n li li mRNA vaccines could offer long term immunity to CO  More than 30 per cent of New Brunswickers aged 12 and older are now fully vaccinated as the province reports one new case of COVID 19 on Monday r nTo date 77 5 per cent of eligible New Brunswickers 660 chars ,infections alarm,,negative
374,N B reports 13 new cases of COVID 19 province still shy of 75 vaccination target Bowen Island Undercurrent FREDERICTON Health officials in New Brunswick are reporting 13 new cases of COVID 19 today and say the government s vaccination target is still not attained  FREDERICTON Health officials in New Brunswick are reporting 13 new cases of COVID 19 today and say the government s vaccination target is still not attained r nOfficials say two new cases are in the M 881 chars ,,,positive
375,Unusual competition of superconductivity and charge density wave state in a compressed topological kagome metal The recently discovered kagome metal AV3Sb5 is a new playground to study the interplay between superconductivity and charge density wave CDW state Here the authors report pressure dependent evolution of CDW and superconductivity in CsV3Sb5 suggesting an   li 1 Gabovich A M Voitenko A I Annett J F amp Ausloos M Charge and spin density wave superconductors Superconductor Sci Technol 14 R1R27 2001 r nADS r n CAS r n Article r nGoogle Sc 7084 chars ,,,neutral
376,New Brunswick says about 50 000 doses away from hitting Monday s vaccination target Yahoo News Canada FREDERICTON New Brunswick s government is opening walk in COVID 19 vaccine clinics to help it reach its goal of having 75 per cent of the population 12 and  FREDERICTON New Brunswick s government is opening walk in COVID 19 vaccine clinics to help it reach its goal of having 75 per cent of the population 12 and older vaccinated by Monday r nIf that target 1380 chars ,,,neutral
377,Person dies following shooting near Kennedy Road and the 401 CityNews Toronto  ol li Person dies following shooting near Kennedy Road and the 401 CityNews Toronto r n li li Homicide unit investigating after teenager shot and killed in Toronto CTV Toronto r n li li Male dies in hospital after Scarborough shooting CBC ca r n li li Ho  A person has died following a shooting near Kennedy Road and Highway 401 police say r nPolice said they were called to the Antrim Crescent area just after 6 p m Saturday for reports of a shooting r n 617 chars ,died dies killed,,neutral
378,Ontario to introduce legislation invoking notwithstanding clause Thursday CTV Toronto  ol li Ontario to introduce legislation invoking notwithstanding clause Thursday CTV Toronto r n li li Ford government set to invoke notwithstanding clause after court rejects election finance changes CBC ca r n li li Doug Ford will do anything to cling t  TORONTO r nThe Progressive Conservatives are set to introduce legislation Thursday that would invoke the notwithstanding clause giving the Ontario government the ability to restore changes to elec 3861 chars ,rejects,,negative
379,Ontario shortens AstraZeneca dose interval to eight weeks CTV Toronto Ontarians who received their first dose of the Oxford AstraZeneca vaccine will be able to get their second dose after eight weeks with informed consent  TORONTO r nOntarians who received their first dose of the Oxford AstraZeneca vaccine will be able to get their second dose after eight weeks with informed consent r nThe province made the announceme 4527 chars ,,,negative
380,Liberal MP Catherine McKenna announces retirement from politics Toronto Sun  ol li Liberal MP Catherine McKenna announces retirement from politics Toronto Sun r n li li Infrastructure Minister Catherine McKenna quitting federal politics CBC News r n li li McKenna says leaving politics a difficult decision but climate change rema  OTTAWA Infrastructure Minister Catherine McKenna says as she leaves politics she will use what platform she has to push for both climate action and an end to the hateful comments and personal abuse 919 chars ,difficult hateful abuse,,positive
381,Motorcyclist dies following Kitchener crash WRPS CTV News CTV Toronto Waterloo regional police say a motorcyclist died after a crash early Monday morning in Kitchener  KITCHENER r nWaterloo regional police say a motorcyclist died after a crash early Monday morning in Kitchener r nOfficers were called to the area of River Road East near Lorraine Avenue around 1 10 968 chars ,died crash dies,,neutral
382,WHO welcomes report on efficacy of longer gaps between AstraZeneca doses Reuters A report from Oxford University saying that a longer gap between doses of AstraZeneca vaccines still provides protection is very reassuring for supply strapped countries World Health Organization chief scientist Soumya Swaminathan said on Friday  A logo is pictured outside a building of the World Health Organization WHO during an executive board meeting on update on the coronavirus disease COVID 19 outbreak in Geneva Switzerland April 743 chars ,outbreak,protection,positive
383,Phylicia Rashad criticized by Howard University for tweeting celebration of Cosby release National Post  ol li Phylicia Rashad criticized by Howard University for tweeting celebration of Cosby release National Post r n li li Phylicia Rashad Apologizes To Howard University Students After Cosby Backlash ETCanada com r n li li Bill Cosby Britney and a tale of  Article content r nRashad was one of the few people to applaud Pennsylvania Supreme Court officials decision to overturn her former The Cosby Show co stars 2018 sex crimes conviction and set him free o 1740 chars ,overturn criticized,celebration free applaud,neutral
